DISTRICT GEO CODE,UPAJILA GEO CODE,MOUJA NAME,CS JL NO,CS DISTRICT,cs upazila,SA JL NO,SA DISTRICT,sa upazila,RS JL NO,RS DISTRICT,rs upazila
73,45,ডোংগা,27,রংপুর,কিশোরগঞ্জ,27,রংপুর,কিশোরগঞ্জ,,নীলফামারী,কিশোরগঞ্জ
73,45,সরঞ্জাবাড়ী,28,রংপুর,কিশোরগঞ্জ,28,রংপুর,কিশোরগঞ্জ,,নীলফামারী,কিশোরগঞ্জ
73,45,উত্তর দুরাকুঠী,29,রংপুর,কিশোরগঞ্জ,29,রংপুর,কিশোরগঞ্জ,,নীলফামারী,কিশোরগঞ্জ
73,45,ইসমাইল,30,রংপুর,কিশোরগঞ্জ,30,রংপুর,কিশোরগঞ্জ,,নীলফামারী,কিশোরগঞ্জ
73,45,কিশোরগঞ্জ,31,রংপুর,কিশোরগঞ্জ,31,রংপুর,কিশোরগঞ্জ,,নীলফামারী,কিশোরগঞ্জ
73,45,গদা,32,রংপুর,কিশোরগঞ্জ,32,রংপুর,কিশোরগঞ্জ,,নীলফামারী,কিশোরগঞ্জ
73,45,রাজিব,33,রংপুর,কিশোরগঞ্জ,33,রংপুর,কিশোরগঞ্জ,,নীলফামারী,কিশোরগঞ্জ
73,45,মুসা,34,রংপুর,কিশোরগঞ্জ,34,রংপুর,কিশোরগঞ্জ,,নীলফামারী,কিশোরগঞ্জ
73,45,পুষনা,35,রংপুর,কিশোরগঞ্জ,35,রংপুর,কিশোরগঞ্জ,,নীলফামারী,কিশোরগঞ্জ
73,45,উত্তর সিঙ্গেরগাড়ী,36,রংপুর,কিশোরগঞ্জ,36,রংপুর,কিশোরগঞ্জ,,নীলফামারী,কিশোরগঞ্জ
73,45,মাগুড়া,37,রংপুর,কিশোরগঞ্জ,37,রংপুর,কিশোরগঞ্জ,,নীলফামারী,কিশোরগঞ্জ
73,45,আরাজী চাঁদখানা,38,রংপুর,কিশোরগঞ্জ,38,রংপুর,কিশোরগঞ্জ,,নীলফামারী,কিশোরগঞ্জ
73,45,গাড়াগ্রাম,39,রংপুর,কিশোরগঞ্জ,39,রংপুর,কিশোরগঞ্জ,,নীলফামারী,কিশোরগঞ্জ
73,45,সোনাকুড়ী,40,রংপুর,কিশোরগঞ্জ,40,রংপুর,কিশোরগঞ্জ,,নীলফামারী,কিশোরগঞ্জ
73,45,রণচন্ডী,41,রংপুর,কিশোরগঞ্জ,41,রংপুর,কিশোরগঞ্জ,,নীলফামারী,কিশোরগঞ্জ
73,45,মেলাবর,42,রংপুর,কিশোরগঞ্জ,42,রংপুর,কিশোরগঞ্জ,,নীলফামারী,কিশোরগঞ্জ
73,45,কুঠীপাড়া,43,রংপুর,কিশোরগঞ্জ,43,রংপুর,কিশোরগঞ্জ,,নীলফামারী,কিশোরগঞ্জ
73,45,বাফলা,44,রংপুর,কিশোরগঞ্জ,44,রংপুর,কিশোরগঞ্জ,44,নীলফামারী,কিশোরগঞ্জ
73,45,কিসামত বীরচরণ,45,রংপুর,কিশোরগঞ্জ,45,রংপুর,কিশোরগঞ্জ,,নীলফামারী,কিশোরগঞ্জ
73,45,বদি,46,রংপুর,কিশোরগঞ্জ,46,রংপুর,কিশোরগঞ্জ,,নীলফামারী,কিশোরগঞ্জ
73,45,পূর্ব দলিরাম,50,রংপুর,কিশোরগঞ্জ,50,রংপুর,কিশোরগঞ্জ,,নীলফামারী,কিশোরগঞ্জ
73,45,গনেশ,51,রংপুর,কিশোরগঞ্জ,51,রংপুর,কিশোরগঞ্জ,51,নীলফামারী,কিশোরগঞ্জ
73,45,পশ্চিম দলিরাম,52,রংপুর,কিশোরগঞ্জ,52,রংপুর,কিশোরগঞ্জ,,নীলফামারী,কিশোরগঞ্জ
73,45,সয়রাগন্ধা,53,রংপুর,কিশোরগঞ্জ,53,রংপুর,কিশোরগঞ্জ,,নীলফামারী,কিশোরগঞ্জ
73,64,কিসমত দলুয়া,1,রংপুর,নীলফামারী সদর,1,রংপুর,নীলফামারী সদর,1,নীলফামারী,নীলফামারী সদর
73,64,আরাজী দলুয়া,2,রংপুর,নীলফামারী সদর,2,রংপুর,নীলফামারী সদর,,নীলফামারী,নীলফামারী সদর
73,64,ধোবাডাংগা,3,রংপুর,নীলফামারী সদর,3,রংপুর,নীলফামারী সদর,3,নীলফামারী,নীলফামারী সদর
73,64,নগর ভবানীগঞ্জ,4,রংপুর,নীলফামারী সদর,4,রংপুর,নীলফামারী সদর,4,নীলফামারী,নীলফামারী সদর
73,64,গোড়গ্রাম,5,রংপুর,নীলফামারী সদর,5,রংপুর,নীলফামারী সদর,,নীলফামারী,নীলফামারী সদর
73,64,কিসমত উত্তর গোড়গ্রাম,6,রংপুর,নীলফামারী সদর,6,রংপুর,নীলফামারী সদর,,নীলফামারী,নীলফামারী সদর
73,64,কুকুরা ডাংগা,7,রংপুর,নীলফামারী সদর,7,রংপুর,নীলফামারী সদর,7,নীলফামারী,নীলফামারী সদর
73,64,কিসমত দক্ষিন গোড়গ্রাম,8,রংপুর,নীলফামারী সদর,8,রংপুর,নীলফামারী সদর,8,নীলফামারী,নীলফামারী সদর
73,64,দুকুড়ী,9,রংপুর,নীলফামারী সদর,9,রংপুর,নীলফামারী সদর,,নীলফামারী,নীলফামারী সদর
73,64,দক্ষিন পাড়া,10,রংপুর,নীলফামারী সদর,10,রংপুর,নীলফামারী সদর,10,নীলফামারী,নীলফামারী সদর
73,64,মুসরত গোড়গ্রাম,11,রংপুর,নীলফামারী সদর,11,রংপুর,নীলফামারী সদর,,নীলফামারী,নীলফামারী সদর
73,64,রামকলা,12,রংপুর,নীলফামারী সদর,12,রংপুর,নীলফামারী সদর,12,নীলফামারী,নীলফামারী সদর
73,64,কির্ত্তনিয়া পাড়া,13,রংপুর,নীলফামারী সদর,13,রংপুর,নীলফামারী সদর,13,নীলফামারী,নীলফামারী সদর
73,64,কাঞ্চনপাড়া,14,রংপুর,নীলফামারী সদর,14,রংপুর,নীলফামারী সদর,,নীলফামারী,নীলফামারী সদর
73,64,উত্তর চওড়া বড়গাছা,15,রংপুর,নীলফামারী সদর,15,রংপুর,নীলফামারী সদর,,নীলফামারী,নীলফামারী সদর
73,64,দক্ষিন চওড়া বড়গাছা,16,রংপুর,নীলফামারী সদর,16,রংপুর,নীলফামারী সদর,,নীলফামারী,নীলফামারী সদর
73,64,তরনীবাড়ী,17,রংপুর,নীলফামারী সদর,17,রংপুর,নীলফামারী সদর,,নীলফামারী,নীলফামারী সদর
73,64,পলাশবাড়ী,18,রংপুর,নীলফামারী সদর,18,রংপুর,নীলফামারী সদর,,নীলফামারী,নীলফামারী সদর
73,64,সুখধন,19,রংপুর,নীলফামারী সদর,19,রংপুর,নীলফামারী সদর,19,নীলফামারী,নীলফামারী সদর
73,64,দাউদ,20,রংপুর,নীলফামারী সদর,20,রংপুর,নীলফামারী সদর,,নীলফামারী,নীলফামারী সদর
73,64,টুপামারী,21,রংপুর,নীলফামারী সদর,21,রংপুর,নীলফামারী সদর,,নীলফামারী,নীলফামারী সদর
73,64,দোগাছী,22,রংপুর,নীলফামারী সদর,22,রংপুর,নীলফামারী সদর,,নীলফামারী,নীলফামারী সদর
73,64,কিসমত দোগাছী,23,রংপুর,নীলফামারী সদর,23,রংপুর,নীলফামারী সদর,,নীলফামারী,নীলফামারী সদর
73,64,নীলফামারী,24,রংপুর,নীলফামারী সদর,24,রংপুর,নীলফামারী সদর,,নীলফামারী,নীলফামারী সদর
73,64,আরাজী ইটাখোলা,25,রংপুর,নীলফামারী সদর,25,রংপুর,নীলফামারী সদর,,নীলফামারী,নীলফামারী সদর
73,64,কানাইকাটা জ্ঞানদাস,26,রংপুর,নীলফামারী সদর,26,রংপুর,নীলফামারী সদর,,নীলফামারী,নীলফামারী সদর
73,64,কিসমত ভুটিয়ান,27,রংপুর,নীলফামারী সদর,27,রংপুর,নীলফামারী সদর,,নীলফামারী,নীলফামারী সদর
73,64,খলিসাপচা,28,রংপুর,নীলফামারী সদর,28,রংপুর,নীলফামারী সদর,,নীলফামারী,নীলফামারী সদর
73,64,ভাবনকুড়ি,29,রংপুর,নীলফামারী সদর,29,রংপুর,নীলফামারী সদর,36,নীলফামারী,নীলফামারী সদর
73,64,কিসমত কানাইকাটা,30,রংপুর,নীলফামারী সদর,30,রংপুর,নীলফামারী সদর,,নীলফামারী,নীলফামারী সদর
73,64,বামনডাংগা,31,রংপুর,নীলফামারী সদর,31,রংপুর,নীলফামারী সদর,,নীলফামারী,নীলফামারী সদর
73,64,খোকসাবাড়ী,32,রংপুর,নীলফামারী সদর,32,রংপুর,নীলফামারী সদর,,নীলফামারী,নীলফামারী সদর
73,64,পাটকামড়ী,33,রংপুর,নীলফামারী সদর,33,রংপুর,নীলফামারী সদর,,নীলফামারী,নীলফামারী সদর
73,64,আরাজী রামকলা,34,রংপুর,নীলফামারী সদর,34,রংপুর,নীলফামারী সদর,,নীলফামারী,নীলফামারী সদর
73,64,হাড়োয়া,35,রংপুর,নীলফামারী সদর,35,রংপুর,নীলফামারী সদর,,নীলফামারী,নীলফামারী সদর
73,64,গোবিন্দপুর,36,রংপুর,নীলফামারী সদর,36,রংপুর,নীলফামারী সদর,,নীলফামারী,নীলফামারী সদর
73,64,নীলফামারী বাজার,37,রংপুর,নীলফামারী সদর,37,রংপুর,নীলফামারী সদর,,নীলফামারী,নীলফামারী সদর
73,64,ইটাখোলা,38,রংপুর,নীলফামারী সদর,38,রংপুর,নীলফামারী সদর,,নীলফামারী,নীলফামারী সদর
73,64,দলুয়া দোগাছী,39,রংপুর,নীলফামারী সদর,39,রংপুর,নীলফামারী সদর,,নীলফামারী,নীলফামারী সদর
73,64,রামনগর,40,রংপুর,নীলফামারী সদর,40,রংপুর,নীলফামারী সদর,,নীলফামারী,নীলফামারী সদর
73,64,টেংনারগড়,41,রংপুর,নীলফামারী সদর,41,রংপুর,নীলফামারী সদর,,নীলফামারী,নীলফামারী সদর
73,64,নিত্যানন্দী,42,রংপুর,নীলফামারী সদর,42,রংপুর,নীলফামারী সদর,,নীলফামারী,নীলফামারী সদর
73,64,চড়চড়াবাড়ী,43,রংপুর,নীলফামারী সদর,43,রংপুর,নীলফামারী সদর,51,নীলফামারী,নীলফামারী সদর
73,64,বাহালীপাড়া,44,রংপুর,নীলফামারী সদর,44,রংপুর,নীলফামারী সদর,,নীলফামারী,নীলফামারী সদর
73,64,দুহুলী,45,রংপুর,নীলফামারী সদর,45,রংপুর,নীলফামারী সদর,,নীলফামারী,নীলফামারী সদর
73,64,দোনদরী,46,রংপুর,নীলফামারী সদর,46,রংপুর,নীলফামারী সদর,,নীলফামারী,নীলফামারী সদর
73,64,কচুকাটা,47,রংপুর,নীলফামারী সদর,47,রংপুর,নীলফামারী সদর,55,নীলফামারী,নীলফামারী সদর
73,64,আরাজী মানুষমারা,48,রংপুর,নীলফামারী সদর,48,রংপুর,নীলফামারী সদর,,নীলফামারী,নীলফামারী সদর
73,64,তালুক মানুষমারা,49,রংপুর,নীলফামারী সদর,49,রংপুর,নীলফামারী সদর,,নীলফামারী,নীলফামারী সদর
73,64,মহব্বত বাজিতপাড়া,50,রংপুর,নীলফামারী সদর,50,রংপুর,নীলফামারী সদর,,নীলফামারী,নীলফামারী সদর
73,64,পচাপুকুর,51,রংপুর,নীলফামারী সদর,51,রংপুর,নীলফামারী সদর,,নীলফামারী,নীলফামারী সদর
73,64,কিসমত পচাপুকুর,52,রংপুর,নীলফামারী সদর,52,রংপুর,নীলফামারী সদর,,নীলফামারী,নীলফামারী সদর
73,64,উত্তরাশশী,53,রংপুর,নীলফামারী সদর,53,রংপুর,নীলফামারী সদর,,নীলফামারী,নীলফামারী সদর
73,64,বিষমুড়ি,54,রংপুর,নীলফামারী সদর,54,রংপুর,নীলফামারী সদর,,নীলফামারী,নীলফামারী সদর
73,64,শ্রীনাথ,55,রংপুর,নীলফামারী সদর,55,রংপুর,নীলফামারী সদর,63,নীলফামারী,নীলফামারী সদর
73,64,সিংদই,56,রংপুর,নীলফামারী সদর,56,রংপুর,নীলফামারী সদর,,নীলফামারী,নীলফামারী সদর
73,64,কানিয়ালখাতা,57,রংপুর,নীলফামারী সদর,57,রংপুর,নীলফামারী সদর,,নীলফামারী,নীলফামারী সদর
73,64,নীলফামারী টাউন,58,রংপুর,নীলফামারী সদর,58,রংপুর,নীলফামারী সদর,,নীলফামারী,নীলফামারী সদর
73,64,ছিট ইটাখোলা,59,রংপুর,নীলফামারী সদর,59,রংপুর,নীলফামারী সদর,,নীলফামারী,নীলফামারী সদর
73,64,আরাজী কানিয়ালখাতা,60,রংপুর,নীলফামারী সদর,60,রংপুর,নীলফামারী সদর,,নীলফামারী,নীলফামারী সদর
73,64,কুখাপাড়া,61,রংপুর,নীলফামারী সদর,61,রংপুর,নীলফামারী সদর,,নীলফামারী,নীলফামারী সদর
73,64,হরিবল্লভ,62,রংপুর,নীলফামারী সদর,62,রংপুর,নীলফামারী সদর,66,নীলফামারী,নীলফামারী সদর
73,64,সুটিপাড়া,63,রংপুর,নীলফামারী সদর,63,রংপুর,নীলফামারী সদর,,নীলফামারী,নীলফামারী সদর
73,64,গুড়গুড়ি,64,রংপুর,নীলফামারী সদর,64,রংপুর,নীলফামারী সদর,72,নীলফামারী,নীলফামারী সদর
73,64,কুন্দপুকুর,65,রংপুর,নীলফামারী সদর,65,রংপুর,নীলফামারী সদর,,নীলফামারী,নীলফামারী সদর
73,64,উত্তর বালাপাড়া,66,রংপুর,নীলফামারী সদর,66,রংপুর,নীলফামারী সদর,,নীলফামারী,নীলফামারী সদর
73,64,আঙ্গারপাড়া,67,রংপুর,নীলফামারী সদর,67,রংপুর,নীলফামারী সদর,,নীলফামারী,নীলফামারী সদর
73,64,শালহাটি,68,রংপুর,নীলফামারী সদর,68,রংপুর,নীলফামারী সদর,,নীলফামারী,নীলফামারী সদর
73,64,সোনারায়,69,রংপুর,নীলফামারী সদর,69,রংপুর,নীলফামারী সদর,,নীলফামারী,নীলফামারী সদর
73,64,চকদুবলিয়া,70,রংপুর,নীলফামারী সদর,70,রংপুর,নীলফামারী সদর,,নীলফামারী,নীলফামারী সদর
73,64,বেড়াকুঠি,71,রংপুর,নীলফামারী সদর,71,রংপুর,নীলফামারী সদর,,নীলফামারী,নীলফামারী সদর
73,64,দিঘলডাংগী,72,রংপুর,নীলফামারী সদর,72,রংপুর,নীলফামারী সদর,81,নীলফামারী,নীলফামারী সদর
73,64,সুবর্ণ খুলী,73,রংপুর,নীলফামারী সদর,73,রংপুর,নীলফামারী সদর,82,নীলফামারী,নীলফামারী সদর
73,64,কাদিকোল,74,রংপুর,নীলফামারী সদর,74,রংপুর,নীলফামারী সদর,,নীলফামারী,নীলফামারী সদর
73,64,ছোট সংগলসী,75,রংপুর,নীলফামারী সদর,75,রংপুর,নীলফামারী সদর,84,নীলফামারী,নীলফামারী সদর
73,64,দক্ষিন বালাপাড়া,76,রংপুর,নীলফামারী সদর,76,রংপুর,নীলফামারী সদর,85,নীলফামারী,নীলফামারী সদর
73,64,মুসরত কুখাপাড়া,77,রংপুর,নীলফামারী সদর,77,রংপুর,নীলফামারী সদর,,নীলফামারী,নীলফামারী সদর
73,64,উলটপাড়া,78,রংপুর,নীলফামারী সদর,78,রংপুর,নীলফামারী সদর,87,নীলফামারী,নীলফামারী সদর
73,64,আরাজী কুখাপাড়া,79,রংপুর,নীলফামারী সদর,79,রংপুর,নীলফামারী সদর,,নীলফামারী,নীলফামারী সদর
73,64,জয়চন্ডী,80,রংপুর,নীলফামারী সদর,80,রংপুর,নীলফামারী সদর,80,নীলফামারী,নীলফামারী সদর
73,64,উত্তর মুসরত কুখাপাড়া,81,রংপুর,নীলফামারী সদর,81,রংপুর,নীলফামারী সদর,89,নীলফামারী,নীলফামারী সদর
73,64,পশ্চিম আরাজি চড়াইখোলা,82,রংপুর,নীলফামারী সদর,82,রংপুর,নীলফামারী সদর,90,নীলফামারী,নীলফামারী সদর
73,64,জয়চন্ডী স্বরুপপাড়া,83,রংপুর,নীলফামারী সদর,83,রংপুর,নীলফামারী সদর,91,নীলফামারী,নীলফামারী সদর
73,64,গের্দ্দ জয়চন্ডী,84,রংপুর,নীলফামারী সদর,84,রংপুর,নীলফামারী সদর,92,নীলফামারী,নীলফামারী সদর
73,64,তিলাই জয়চন্ডী,85,রংপুর,নীলফামারী সদর,85,রংপুর,নীলফামারী সদর,,নীলফামারী,নীলফামারী সদর
73,64,উত্তর আরাজী চড়াইখোলা,86,রংপুর,নীলফামারী সদর,86,রংপুর,নীলফামারী সদর,,নীলফামারী,নীলফামারী সদর
73,64,দরওয়ানী,87,রংপুর,নীলফামারী সদর,87,রংপুর,নীলফামারী সদর,,নীলফামারী,নীলফামারী সদর
73,64,পশ্চিম কুচিয়ামোড়,88,রংপুর,নীলফামারী সদর,88,রংপুর,নীলফামারী সদর,,নীলফামারী,নীলফামারী সদর
73,64,বেংমারী,89,রংপুর,নীলফামারী সদর,89,রংপুর,নীলফামারী সদর,,নীলফামারী,নীলফামারী সদর
73,64,বড় সংগলসী,90,রংপুর,নীলফামারী সদর,90,রংপুর,নীলফামারী সদর,,নীলফামারী,নীলফামারী সদর
73,64,বড় এলংমারী,91,রংপুর,নীলফামারী সদর,91,রংপুর,নীলফামারী সদর,,নীলফামারী,নীলফামারী সদর
73,64,ছোট এলংমারী,92,রংপুর,নীলফামারী সদর,92,রংপুর,নীলফামারী সদর,,নীলফামারী,নীলফামারী সদর
73,64,চড়াইখোলা,93,রংপুর,নীলফামারী সদর,93,রংপুর,নীলফামারী সদর,,নীলফামারী,নীলফামারী সদর
73,64,কিসমত চড়াইখোলা,94,রংপুর,নীলফামারী সদর,94,রংপুর,নীলফামারী সদর,,নীলফামারী,নীলফামারী সদর
73,64,আরাজী চড়াইখোলা,95,রংপুর,নীলফামারী সদর,95,রংপুর,নীলফামারী সদর,,নীলফামারী,নীলফামারী সদর
73,64,আরাজী কুচিয়ামোড়,96,রংপুর,নীলফামারী সদর,96,রংপুর,নীলফামারী সদর,,নীলফামারী,নীলফামারী সদর
73,64,বাবরীঝাড়,97,রংপুর,নীলফামারী সদর,97,রংপুর,নীলফামারী সদর,,নীলফামারী,নীলফামারী সদর
73,64,নতিব চাপড়া,98,রংপুর,নীলফামারী সদর,98,রংপুর,নীলফামারী সদর,,নীলফামারী,নীলফামারী সদর
73,64,বেড়াডাংগা,99,রংপুর,নীলফামারী সদর,99,রংপুর,নীলফামারী সদর,,নীলফামারী,নীলফামারী সদর
73,64,বড়ুয়া,100,রংপুর,নীলফামারী সদর,100,রংপুর,নীলফামারী সদর,,নীলফামারী,নীলফামারী সদর
73,64,সরমঞ্জানী চাপড়া,101,রংপুর,নীলফামারী সদর,101,রংপুর,নীলফামারী সদর,,নীলফামারী,নীলফামারী সদর
73,85,বড়দহ,1,রংপুর,সৈয়দপুর,1,রংপুর,সৈয়দপুর,1,নীলফামারী,সৈয়দপুর
73,85,খোর্দ্দ বোতলাগাড়ী,2,রংপুর,সৈয়দপুর,2,রংপুর,সৈয়দপুর,2,নীলফামারী,সৈয়দপুর
73,85,কিসামত কাদিকোল,3,রংপুর,সৈয়দপুর,3,রংপুর,সৈয়দপুর,3,নীলফামারী,সৈয়দপুর
73,85,বোতলাগাড়ী,4,রংপুর,সৈয়দপুর,4,রংপুর,সৈয়দপুর,,নীলফামারী,সৈয়দপুর
73,85,শ্বাষকান্দ,5,রংপুর,সৈয়দপুর,5,রংপুর,সৈয়দপুর,5,নীলফামারী,সৈয়দপুর
73,85,কুন্দল,6,রংপুর,সৈয়দপুর,6,রংপুর,সৈয়দপুর,6,নীলফামারী,সৈয়দপুর
73,85,কয়া,7,রংপুর,সৈয়দপুর,7,রংপুর,সৈয়দপুর,,নীলফামারী,সৈয়দপুর
73,85,সোনাখুলী,8,রংপুর,সৈয়দপুর,8,রংপুর,সৈয়দপুর,,নীলফামারী,সৈয়দপুর
73,85,পশ্চিম বেলপুকুর,9,রংপুর,সৈয়দপুর,9,রংপুর,সৈয়দপুর,9,নীলফামারী,সৈয়দপুর
73,85,দিগশো,10,রংপুর,সৈয়দপুর,10,রংপুর,সৈয়দপুর,10,নীলফামারী,সৈয়দপুর
73,85,কুমারগাড়ী,11,রংপুর,সৈয়দপুর,11,রংপুর,সৈয়দপুর,11,নীলফামারী,সৈয়দপুর
73,85,চওড়া,12,রংপুর,সৈয়দপুর,12,রংপুর,সৈয়দপুর,12,নীলফামারী,সৈয়দপুর
73,85,কিসামত চওড়া,13,রংপুর,সৈয়দপুর,13,রংপুর,সৈয়দপুর,,নীলফামারী,সৈয়দপুর
73,85,কিসামত ডাংগী,14,রংপুর,সৈয়দপুর,14,রংপুর,সৈয়দপুর,14,নীলফামারী,সৈয়দপুর
73,85,কাশিরাম বেলপুকুর,15,রংপুর,সৈয়দপুর,15,রংপুর,সৈয়দপুর,15,নীলফামারী,সৈয়দপুর
73,85,খালিসা বেলপুকুর,16,রংপুর,সৈয়দপুর,16,রংপুর,সৈয়দপুর,16,নীলফামারী,সৈয়দপুর
73,85,খাতা মধুপুর,17,রংপুর,সৈয়দপুর,17,রংপুর,সৈয়দপুর,,নীলফামারী,সৈয়দপুর
73,85,আরাজী খাতামধুপুর,18,রংপুর,সৈয়দপুর,18,রংপুর,সৈয়দপুর,18,নীলফামারী,সৈয়দপুর
73,85,খালিশা ধুলিয়া,19,রংপুর,সৈয়দপুর,19,রংপুর,সৈয়দপুর,19,নীলফামারী,সৈয়দপুর
73,85,মুসরত ধুলিয়া,20,রংপুর,সৈয়দপুর,20,রংপুর,সৈয়দপুর,20,নীলফামারী,সৈয়দপুর
73,85,ছইল,21,রংপুর,সৈয়দপুর,21,রংপুর,সৈয়দপুর,21,নীলফামারী,সৈয়দপুর
73,85,আরাজী কিসামত চওড়া,22,রংপুর,সৈয়দপুর,22,রংপুর,সৈয়দপুর,22,নীলফামারী,সৈয়দপুর
73,85,আরাজী খালিসা ধুলিয়া,23,রংপুর,সৈয়দপুর,23,রংপুর,সৈয়দপুর,,নীলফামারী,সৈয়দপুর
73,85,পূর্ব বেলপুকুর,24,রংপুর,সৈয়দপুর,24,রংপুর,সৈয়দপুর,,নীলফামারী,সৈয়দপুর
73,85,ধোপঘাট,25,রংপুর,সৈয়দপুর,25,রংপুর,সৈয়দপুর,25,নীলফামারী,সৈয়দপুর
73,85,অসুরখাই,26,রংপুর,সৈয়দপুর,26,রংপুর,সৈয়দপুর,26,নীলফামারী,সৈয়দপুর
73,85,নিজবাড়ী,27,রংপুর,সৈয়দপুর,27,রংপুর,সৈয়দপুর,27,নীলফামারী,সৈয়দপুর
73,85,কুজিপুকুর,28,রংপুর,সৈয়দপুর,28,রংপুর,সৈয়দপুর,28,নীলফামারী,সৈয়দপুর
73,85,আইসঢাল,29,রংপুর,সৈয়দপুর,29,রংপুর,সৈয়দপুর,29,নীলফামারী,সৈয়দপুর
73,85,দলুয়া,30,রংপুর,সৈয়দপুর,30,রংপুর,সৈয়দপুর,30,নীলফামারী,সৈয়দপুর
73,85,কামারপুকুর,31,রংপুর,সৈয়দপুর,31,রংপুর,সৈয়দপুর,31,নীলফামারী,সৈয়দপুর
73,85,কিসামত কামারপুকুর,32,রংপুর,সৈয়দপুর,32,রংপুর,সৈয়দপুর,32,নীলফামারী,সৈয়দপুর
73,85,ব্রম্মোত্তর,33,রংপুর,সৈয়দপুর,33,রংপুর,সৈয়দপুর,36,নীলফামারী,সৈয়দপুর
73,85,বাগডোকরা,34,রংপুর,সৈয়দপুর,34,রংপুর,সৈয়দপুর,34,নীলফামারী,সৈয়দপুর
73,85,ধলাগাছ,35,রংপুর,সৈয়দপুর,35,রংপুর,সৈয়দপুর,35,নীলফামারী,সৈয়দপুর
73,85,নিয়ামতপুর,36,রংপুর,সৈয়দপুর,36,রংপুর,সৈয়দপুর,,নীলফামারী,সৈয়দপুর
73,85,সৈয়দপুর,37,রংপুর,সৈয়দপুর,37,রংপুর,সৈয়দপুর,,নীলফামারী,সৈয়দপুর
73,85,বাংগালীপুর,38,রংপুর,সৈয়দপুর,38,রংপুর,সৈয়দপুর,38,নীলফামারী,সৈয়দপুর
73,85,লক্ষনপুর পশ্চিমপাড়া,39,রংপুর,সৈয়দপুর,39,রংপুর,সৈয়দপুর,,নীলফামারী,সৈয়দপুর
73,85,বাড়াইশালপাড়া,40,রংপুর,সৈয়দপুর,40,রংপুর,সৈয়দপুর,40,নীলফামারী,সৈয়দপুর
73,85,লক্ষনপুর চড়কপাড়া,41,রংপুর,সৈয়দপুর,41,রংপুর,সৈয়দপুর,41,নীলফামারী,সৈয়দপুর
73,85,লক্ষনপুর বালাপাড়া,42,রংপুর,সৈয়দপুর,42,রংপুর,সৈয়দপুর,42,নীলফামারী,সৈয়দপুর